InvoiceNo,InvoiceDate,CompanyName,NIP,ProductName,Category,Quantity,UnitPrice,Discount,Country,SalesRep
INV 10098,25.03.25,Firma Hurtowa 005,,Base One Pink 5kg,Żele,,12.03,0.1,PL,Jan Kowalski
INV 81,15-09-2025,Firma Hurtowa 040,,Base One Pink 5kg,,12,189.29,0,Polska,Anna Nowak
INV 10799,19-07-2025,Firma Hurtowa 068,3824786044,Flexy Hybrid Gel,Lakiery Hybrydowe,32,191.19,0,Polska,J. Kowalski
INV 2298,10-04-2025,Firma Hurtowa 026,8610639509,Cleaner UV,Akcesoria,,"120,00",0.05,Polska,Anna Nowak
INV 8731,2025-04-20,Firma Hurtowa 031,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,56.09,0.1,PL,Nowak Anna
INV 9970,17.05.25,Firma Hurtowa 045,8189310999,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0.05,poland,Anna Nowak
INV 815,09.11.25,Firma Hurtowa 030,,Cuticle Oil Mango,Pielęgnacja,36,179.59,0.1,Polska,Jan Kowalski
INV 2957,16.11.25,Firma Hurtowa 013,,Base One Clear 5kg,Żele,dziesięć,"120,00",0,PL,Jan Kowalski
INV 9034,2025-03-08,Firma Hurtowa 058,,Flexy Hybrid Gel,Lakiery Hybrydowe,18,"120,00",0.1,Polska,Nowak Anna
INV 1819,12.11.25,Firma Hurtowa 045,1687518161,Primer Acid,Akcesoria,dziesięć,"120,00",0.05,Polska,Anna Nowak
INV 8708,2025-06-12,Firma Hurtowa 048,,Flexy Hybrid Gel,Lakiery Hybrydowe,33,184.94,0.05,PL,J. Kowalski
INV 9249,2025-02-15,Firma Hurtowa 082,6192989510,Cuticle Oil Mango,Pielęgnacja,,"120,00",0,Polska,Anna Nowak
INV 11882,01.10.25,Firma Hurtowa 044,,Base One Clear 5kg,Żele,dziesięć,"120,00",10%,Polska,Jan Kowalski
INV 2413,27.04.25,Firma Hurtowa 055,,Base One Pink 5kg,Żele,dziesięć,137.8,0.05,Polska,Nowak Anna
INV 1595,07.04.25,Firma Hurtowa 087,,Base One Clear 5kg,Żele,45,"120,00",10%,PL,J. Kowalski
INV 8876,28.07.25,Firma Hurtowa 021,,Primer Acid,Akcesoria,,113.0,0.1,Polska,Anna Nowak
INV 7810,28.09.25,Firma Hurtowa 096,7981819246,Flexy Hybrid Gel,Lakiery Hybrydowe,13,54.72,0,poland,J. Kowalski
INV 8387,2025-04-24,Firma Hurtowa 052,,Flexy Hybrid Gel,Lakiery Hybrydowe,,132.25,0,PL,Anna Nowak
INV 2066,23-03-2025,Firma Hurtowa 034,5899023673,Flexy Hybrid Gel,,48,97.13,0.05,poland,Jan Kowalski
INV 6331,2025-03-27,Firma Hurtowa 038,,Flexy Hybrid Gel,Lakiery Hybrydowe,15,"120,00",,Polska,Nowak Anna
INV 6424,29-08-2025,Firma Hurtowa 073,8986243855,Primer Acid,,,68.8,,poland,Anna Nowak
INV 10854,2025-05-27,Firma Hurtowa 076,,Cuticle Oil Mango,Pielęgnacja,,183.46,0.1,Polska,Jan Kowalski
INV 5415,10-08-2025,Firma Hurtowa 065,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",10%,poland,Jan Kowalski
INV 1417,02-01-2025,Firma Hurtowa 001,3069130288,Base One Pink 5kg,Żele,,"120,00",10%,poland,Jan Kowalski
INV 9692,28-11-2025,Firma Hurtowa 068,,Base One Clear 5kg,Żele,22,93.08,10%,poland,Anna Nowak
INV 11224,27-10-2025,Firma Hurtowa 019,,Primer Acid,Akcesoria,dziesięć,16.2,0.1,PL,Nowak Anna
INV 1170,06.11.25,Firma Hurtowa 020,,Base One Pink 5kg,Żele,,132.68,0,Polska,J. Kowalski
INV 5962,23-09-2025,Firma Hurtowa 055,,Cleaner UV,Akcesoria,29,107.71,10%,PL,Jan Kowalski
INV 11874,29-06-2025,Firma Hurtowa 046,,Primer Acid,Akcesoria,31,"120,00",0.05,PL,Anna Nowak
INV 11837,21-11-2025,Firma Hurtowa 055,,Cuticle Oil Mango,,46,36.86,,PL,Nowak Anna
INV 9090,2025-12-16,Firma Hurtowa 091,8922578929,Base One Pink 5kg,Żele,26,94.16,0.1,Polska,J. Kowalski
INV 11709,19-12-2025,Firma Hurtowa 075,,Cleaner UV,,30,36.87,0,Polska,J. Kowalski
INV 11658,13-06-2025,Firma Hurtowa 018,6864259959,Base One Pink 5kg,Żele,20,171.29,10%,Polska,Anna Nowak
INV 5105,2025-02-18,Firma Hurtowa 055,8726326032,Flexy Hybrid Gel,Lakiery Hybrydowe,13,"120,00",0.05,Polska,J. Kowalski
INV 3243,10.12.25,Firma Hurtowa 098,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0.05,poland,J. Kowalski
INV 3969,2025-10-26,Firma Hurtowa 048,,Primer Acid,,31,"120,00",0,poland,Nowak Anna
INV 6119,09-08-2025,Firma Hurtowa 048,,Base One Clear 5kg,Żele,dziesięć,"120,00",0,poland,Nowak Anna
INV 10359,20-11-2025,Firma Hurtowa 096,1497488418,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",,poland,Anna Nowak
INV 1586,28.07.25,Firma Hurtowa 044,,Base One Clear 5kg,,dziesięć,"120,00",0.1,Polska,J. Kowalski
INV 6064,10-12-2025,Firma Hurtowa 091,4050228483,Base One Pink 5kg,Żele,,127.81,10%,PL,Nowak Anna
INV 8602,2025-09-17,Firma Hurtowa 021,5005909908,Base One Clear 5kg,Żele,46,"120,00",10%,PL,J. Kowalski
INV 10642,03.09.25,Firma Hurtowa 087,,Cuticle Oil Mango,Pielęgnacja,dziesięć,148.03,,Polska,Nowak Anna
INV 4422,06-03-2025,Firma Hurtowa 024,,Base One Pink 5kg,Żele,9,"120,00",,poland,Anna Nowak
INV 3349,27.06.25,Firma Hurtowa 053,,Primer Acid,,18,22.63,,poland,Nowak Anna
INV 2725,27.09.25,Firma Hurtowa 042,,Base One Pink 5kg,Żele,50,"120,00",,poland,Jan Kowalski
INV 9558,03-07-2025,Firma Hurtowa 077,,Primer Acid,Akcesoria,,"120,00",0.1,PL,J. Kowalski
INV 6066,21-08-2025,Firma Hurtowa 012,,Base One Pink 5kg,,,22.41,0.05,PL,J. Kowalski
INV 3458,2025-06-01,Firma Hurtowa 085,,Base One Pink 5kg,Żele,dziesięć,"120,00",0.1,PL,Anna Nowak
INV 935,20.12.25,Firma Hurtowa 058,,Primer Acid,Akcesoria,49,"120,00",0.1,Polska,Anna Nowak
INV 1529,2025-01-05,Firma Hurtowa 017,6271729050,Cleaner UV,Akcesoria,13,"120,00",0,PL,J. Kowalski
INV 7743,01-06-2025,Firma Hurtowa 015,,Primer Acid,Akcesoria,dziesięć,172.78,0,poland,Jan Kowalski
INV 8788,15.08.25,Firma Hurtowa 028,,Primer Acid,Akcesoria,dziesięć,"120,00",0.05,poland,J. Kowalski
INV 10491,25-05-2025,Firma Hurtowa 099,6825391270,Cleaner UV,Akcesoria,,"120,00",0.1,Polska,Nowak Anna
INV 6532,02-02-2025,Firma Hurtowa 082,,Base One Clear 5kg,Żele,,"120,00",0,poland,Anna Nowak
INV 1121,26-07-2025,Firma Hurtowa 062,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,160.75,,poland,Jan Kowalski
INV 11269,2025-11-09,Firma Hurtowa 054,,Cleaner UV,Akcesoria,10,"120,00",10%,Polska,Jan Kowalski
INV 5607,2025-09-24,Firma Hurtowa 046,,Base One Pink 5kg,Żele,dziesięć,171.13,0.1,poland,Jan Kowalski
INV 2931,17.01.25,Firma Hurtowa 016,,Base One Pink 5kg,,dziesięć,118.85,10%,Polska,Jan Kowalski
INV 4732,06.02.25,Firma Hurtowa 045,,Base One Clear 5kg,Żele,7,"120,00",,poland,Jan Kowalski
INV 11897,10-05-2025,Firma Hurtowa 050,,Cleaner UV,Akcesoria,dziesięć,"120,00",,poland,Anna Nowak
INV 1998,2025-11-28,Firma Hurtowa 063,7796227220,Cleaner UV,Akcesoria,8,"120,00",0.1,Polska,Nowak Anna
INV 1395,2025-01-15,Firma Hurtowa 069,4766763452,Base One Pink 5kg,,,"120,00",0.1,poland,J. Kowalski
INV 5512,2025-04-10,Firma Hurtowa 016,,Cuticle Oil Mango,Pielęgnacja,,137.15,0.05,poland,Jan Kowalski
INV 609,2025-01-29,Firma Hurtowa 064,5462353899,Base One Pink 5kg,Żele,7,104.2,0,poland,Nowak Anna
INV 2503,08.05.25,Firma Hurtowa 089,,Base One Clear 5kg,Żele,31,"120,00",10%,Polska,J. Kowalski
INV 10576,01.02.25,Firma Hurtowa 010,4186046733,Cleaner UV,Akcesoria,dziesięć,153.49,0,PL,Anna Nowak
INV 902,28-03-2025,Firma Hurtowa 035,,Cleaner UV,Akcesoria,,"120,00",0,PL,Anna Nowak
INV 2458,07.12.25,Firma Hurtowa 057,,Base One Pink 5kg,,dziesięć,"120,00",0,Polska,Jan Kowalski
INV 8720,2025-10-24,Firma Hurtowa 070,,Cleaner UV,Akcesoria,dziesięć,46.85,0,Polska,Jan Kowalski
INV 11614,09.01.25,Firma Hurtowa 017,,Base One Pink 5kg,Żele,dziesięć,"120,00",0.05,PL,Jan Kowalski
INV 7627,2025-11-15,Firma Hurtowa 060,,Base One Pink 5kg,Żele,39,172.0,0,PL,Anna Nowak
INV 2739,10-03-2025,Firma Hurtowa 066,,Flexy Hybrid Gel,Lakiery Hybrydowe,,52.69,0.1,poland,Jan Kowalski
INV 632,28.10.25,Firma Hurtowa 062,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,87.27,,PL,Nowak Anna
INV 8104,23-12-2025,Firma Hurtowa 045,,Primer Acid,Akcesoria,4,"120,00",0.05,Polska,Nowak Anna
INV 2252,07.01.25,Firma Hurtowa 006,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,127.49,0.1,PL,J. Kowalski
INV 5362,09-03-2025,Firma Hurtowa 041,,Base One Clear 5kg,Żele,,44.85,0.1,PL,Jan Kowalski
INV 2057,30-09-2025,Firma Hurtowa 076,,Flexy Hybrid Gel,Lakiery Hybrydowe,29,22.87,0,PL,J. Kowalski
INV 4192,2025-02-01,Firma Hurtowa 019,,Base One Clear 5kg,Żele,dziesięć,81.32,,PL,Anna Nowak
INV 11246,20-10-2025,Firma Hurtowa 068,1535890634,Primer Acid,Akcesoria,14,"120,00",,poland,J. Kowalski
INV 5134,2025-06-07,Firma Hurtowa 033,,Base One Pink 5kg,Żele,dziesięć,80.41,0.05,PL,J. Kowalski
INV 10642,2025-08-17,Firma Hurtowa 080,,Primer Acid,Akcesoria,9,15.09,0.05,poland,Jan Kowalski
INV 8050,2025-06-24,Firma Hurtowa 076,,Base One Pink 5kg,Żele,13,"120,00",,PL,Jan Kowalski
INV 6600,10.02.25,Firma Hurtowa 087,8813777026,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0,PL,Nowak Anna
INV 2787,26.07.25,Firma Hurtowa 016,,Primer Acid,,19,"120,00",0,poland,Nowak Anna
INV 1431,27-11-2025,Firma Hurtowa 099,1517768483,Cleaner UV,Akcesoria,dziesięć,"120,00",0.05,Polska,Anna Nowak
INV 4049,24.10.25,Firma Hurtowa 085,5068861315,Cuticle Oil Mango,Pielęgnacja,,28.78,10%,PL,Jan Kowalski
INV 4772,2025-03-12,Firma Hurtowa 022,,Base One Clear 5kg,Żele,dziesięć,"120,00",10%,poland,Jan Kowalski
INV 9813,09-03-2025,Firma Hurtowa 053,,Base One Clear 5kg,Żele,49,119.79,0.1,poland,Nowak Anna
INV 3155,15-04-2025,Firma Hurtowa 068,4033629081,Flexy Hybrid Gel,Lakiery Hybrydowe,,121.05,,Polska,Anna Nowak
INV 4176,22.11.25,Firma Hurtowa 053,5224235512,Base One Pink 5kg,Żele,,"120,00",0.05,Polska,J. Kowalski
INV 8578,2025-04-06,Firma Hurtowa 022,,Base One Pink 5kg,Żele,,31.17,,PL,Anna Nowak
INV 10869,06.12.25,Firma Hurtowa 011,,Flexy Hybrid Gel,Lakiery Hybrydowe,44,166.26,0.05,Polska,J. Kowalski
INV 11150,04-11-2025,Firma Hurtowa 048,,Base One Pink 5kg,,dziesięć,11.14,,PL,Anna Nowak
INV 2908,23-11-2025,Firma Hurtowa 025,2603416883,Primer Acid,Akcesoria,23,"120,00",10%,Polska,Anna Nowak
INV 7521,21-06-2025,Firma Hurtowa 058,2830706597,Primer Acid,Akcesoria,dziesięć,"120,00",10%,Polska,J. Kowalski
INV 2060,15.09.25,Firma Hurtowa 010,4707540476,Base One Pink 5kg,Żele,3,"120,00",0.1,poland,Anna Nowak
INV 4015,03-12-2025,Firma Hurtowa 091,,Base One Clear 5kg,Żele,dziesięć,196.5,0.1,poland,Nowak Anna
INV 89,17.06.25,Firma Hurtowa 097,3525805263,Cuticle Oil Mango,Pielęgnacja,,60.31,,Polska,J. Kowalski
INV 5465,20.03.25,Firma Hurtowa 084,,Base One Clear 5kg,,5,106.15,0.1,Polska,Nowak Anna
INV 5749,2025-03-31,Firma Hurtowa 006,,Base One Pink 5kg,Żele,41,123.49,0,PL,Anna Nowak
INV 11913,12.10.25,Firma Hurtowa 096,,Cuticle Oil Mango,Pielęgnacja,,75.71,0.1,poland,Jan Kowalski
INV 10843,18-02-2025,Firma Hurtowa 059,1732270232,Cuticle Oil Mango,Pielęgnacja,,"120,00",0,poland,J. Kowalski
INV 3906,09.01.25,Firma Hurtowa 087,,Base One Clear 5kg,Żele,3,187.0,0,Polska,J. Kowalski
INV 9976,23.05.25,Firma Hurtowa 078,,Cleaner UV,Akcesoria,38,"120,00",0.1,Polska,Anna Nowak
INV 8570,01-05-2025,Firma Hurtowa 069,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0,PL,Nowak Anna
INV 11436,07-09-2025,Firma Hurtowa 028,6416838434,Cleaner UV,,,24.01,,Polska,Nowak Anna
INV 4042,24.03.25,Firma Hurtowa 098,2250737178,Cuticle Oil Mango,Pielęgnacja,dziesięć,17.8,0,Polska,Anna Nowak
INV 3363,08.05.25,Firma Hurtowa 091,,Cleaner UV,Akcesoria,4,"120,00",,poland,Jan Kowalski
INV 4012,2025-09-07,Firma Hurtowa 085,3175808944,Base One Pink 5kg,Żele,dziesięć,98.65,0,Polska,Jan Kowalski
INV 2853,2025-09-26,Firma Hurtowa 046,,Cleaner UV,Akcesoria,50,64.15,,poland,J. Kowalski
INV 6702,21.12.25,Firma Hurtowa 016,,Primer Acid,Akcesoria,,"120,00",0.05,Polska,Nowak Anna
INV 7313,2025-08-06,Firma Hurtowa 038,,Flexy Hybrid Gel,Lakiery Hybrydowe,,53.08,0,Polska,Nowak Anna
INV 1164,2025-02-02,Firma Hurtowa 069,,Cuticle Oil Mango,,dziesięć,"120,00",10%,poland,J. Kowalski
INV 312,2025-11-11,Firma Hurtowa 085,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",,PL,J. Kowalski
INV 10557,12-09-2025,Firma Hurtowa 077,8910893210,Cleaner UV,Akcesoria,,195.98,10%,Polska,Nowak Anna
INV 8910,16-07-2025,Firma Hurtowa 029,4152023119,Cleaner UV,,,"120,00",,poland,Jan Kowalski
INV 10067,30.12.25,Firma Hurtowa 042,8221932509,Flexy Hybrid Gel,Lakiery Hybrydowe,3,152.73,0.1,PL,Anna Nowak
INV 11733,22-11-2025,Firma Hurtowa 057,,Cleaner UV,Akcesoria,dziesięć,"120,00",0.1,Polska,Nowak Anna
INV 2619,2025-02-26,Firma Hurtowa 024,,Base One Pink 5kg,,,139.59,0,Polska,Jan Kowalski
INV 2320,2025-04-13,Firma Hurtowa 064,9313818164,Cleaner UV,Akcesoria,dziesięć,"120,00",,poland,J. Kowalski
INV 5823,18.05.25,Firma Hurtowa 089,,Cleaner UV,Akcesoria,15,"120,00",0.05,Polska,Jan Kowalski
INV 8055,2025-07-01,Firma Hurtowa 028,,Base One Pink 5kg,Żele,,"120,00",0.05,Polska,Jan Kowalski
INV 4213,2025-11-24,Firma Hurtowa 036,,Primer Acid,Akcesoria,47,"120,00",,poland,Jan Kowalski
INV 9791,13-12-2025,Firma Hurtowa 033,,Cleaner UV,Akcesoria,40,126.5,,Polska,Jan Kowalski
INV 7044,2025-08-03,Firma Hurtowa 061,8152654250,Cuticle Oil Mango,Pielęgnacja,5,145.63,0.05,poland,J. Kowalski
INV 10283,08-04-2025,Firma Hurtowa 099,5064300652,Cleaner UV,Akcesoria,,169.1,0.05,PL,J. Kowalski
INV 7520,05-09-2025,Firma Hurtowa 009,7343067784,Base One Clear 5kg,Żele,dziesięć,"120,00",0.1,Polska,Anna Nowak
INV 5742,09.07.25,Firma Hurtowa 032,,Cuticle Oil Mango,Pielęgnacja,16,"120,00",0.05,Polska,Jan Kowalski
INV 1919,22.01.25,Firma Hurtowa 042,,Base One Pink 5kg,Żele,31,176.92,,Polska,Nowak Anna
INV 5401,07-06-2025,Firma Hurtowa 054,,Base One Clear 5kg,Żele,dziesięć,"120,00",0,poland,Jan Kowalski
INV 3079,23.10.25,Firma Hurtowa 017,,Primer Acid,Akcesoria,,"120,00",0.05,Polska,Nowak Anna
INV 8395,17-12-2025,Firma Hurtowa 029,,Primer Acid,,10,54.37,0,PL,Anna Nowak
INV 8526,26.12.25,Firma Hurtowa 012,,Primer Acid,Akcesoria,dziesięć,"120,00",0.05,poland,Jan Kowalski
INV 2464,2025-06-18,Firma Hurtowa 069,,Cuticle Oil Mango,Pielęgnacja,,"120,00",,Polska,Anna Nowak
INV 3732,09-02-2025,Firma Hurtowa 015,5918356368,Base One Clear 5kg,Żele,dziesięć,"120,00",10%,Polska,Anna Nowak
INV 7083,29.08.25,Firma Hurtowa 080,,Primer Acid,Akcesoria,,"120,00",0,poland,J. Kowalski
INV 3625,29.09.25,Firma Hurtowa 032,,Flexy Hybrid Gel,Lakiery Hybrydowe,,32.62,,PL,Anna Nowak
INV 9070,19-01-2025,Firma Hurtowa 038,1342624036,Base One Clear 5kg,Żele,46,"120,00",0,PL,Jan Kowalski
INV 1597,2025-12-17,Firma Hurtowa 027,,Primer Acid,Akcesoria,,"120,00",0.05,PL,Anna Nowak
INV 5606,17.07.25,Firma Hurtowa 010,,Cuticle Oil Mango,Pielęgnacja,,"120,00",0.1,PL,Anna Nowak
INV 9843,2025-07-06,Firma Hurtowa 062,,Primer Acid,,25,"120,00",,poland,J. Kowalski
INV 1510,22-03-2025,Firma Hurtowa 080,,Cuticle Oil Mango,Pielęgnacja,,"120,00",0.05,PL,Anna Nowak
INV 6389,11-06-2025,Firma Hurtowa 020,,Primer Acid,,dziesięć,42.18,0.05,Polska,Jan Kowalski
INV 10258,2025-02-13,Firma Hurtowa 002,,Cleaner UV,Akcesoria,dziesięć,142.39,,poland,Jan Kowalski
INV 11729,2025-09-18,Firma Hurtowa 053,7950106661,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0,poland,Jan Kowalski
INV 9414,2025-01-02,Firma Hurtowa 020,9999633229,Cleaner UV,Akcesoria,,"120,00",10%,poland,Jan Kowalski
INV 4177,05-02-2025,Firma Hurtowa 096,6370335879,Cleaner UV,,,59.56,0.1,Polska,Nowak Anna
INV 4593,2025-12-01,Firma Hurtowa 032,,Base One Pink 5kg,Żele,,120.58,0.1,PL,Nowak Anna
INV 5238,2025-09-18,Firma Hurtowa 080,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,20.69,,poland,J. Kowalski
INV 7206,19.11.25,Firma Hurtowa 038,,Base One Clear 5kg,,,"120,00",0.1,PL,Jan Kowalski
INV 5805,2025-06-24,Firma Hurtowa 081,2752219928,Flexy Hybrid Gel,Lakiery Hybrydowe,26,"120,00",10%,Polska,Nowak Anna
INV 47,12.10.25,Firma Hurtowa 014,,Base One Pink 5kg,Żele,16,"120,00",0.1,Polska,Anna Nowak
INV 10202,21-01-2025,Firma Hurtowa 029,,Primer Acid,Akcesoria,dziesięć,"120,00",0,Polska,Jan Kowalski
INV 9839,20-03-2025,Firma Hurtowa 061,,Primer Acid,Akcesoria,,164.49,,poland,Nowak Anna
INV 6368,2025-05-09,Firma Hurtowa 036,8079083612,Cleaner UV,Akcesoria,,32.21,,PL,J. Kowalski
INV 10321,2025-10-11,Firma Hurtowa 036,4183318246,Cleaner UV,Akcesoria,dziesięć,101.97,0.1,Polska,J. Kowalski
INV 6890,13-02-2025,Firma Hurtowa 030,4820219912,Base One Clear 5kg,Żele,,"120,00",,PL,Jan Kowalski
INV 8203,24.02.25,Firma Hurtowa 056,,Cleaner UV,Akcesoria,dziesięć,74.94,0.1,poland,J. Kowalski
INV 9783,28.08.25,Firma Hurtowa 005,,Cuticle Oil Mango,Pielęgnacja,,150.55,0.05,Polska,J. Kowalski
INV 5154,2025-09-23,Firma Hurtowa 018,,Base One Clear 5kg,Żele,dziesięć,46.06,,PL,Anna Nowak
INV 7474,2025-02-16,Firma Hurtowa 053,,Base One Clear 5kg,Żele,1,"120,00",0,poland,Jan Kowalski
INV 9279,2025-12-28,Firma Hurtowa 068,,Base One Pink 5kg,Żele,,"120,00",0,Polska,J. Kowalski
INV 3183,2025-12-09,Firma Hurtowa 083,,Cuticle Oil Mango,Pielęgnacja,dziesięć,149.19,10%,poland,Jan Kowalski
INV 10779,02-06-2025,Firma Hurtowa 001,,Primer Acid,Akcesoria,dziesięć,144.94,0,poland,Jan Kowalski
INV 11495,31-08-2025,Firma Hurtowa 030,,Primer Acid,Akcesoria,,59.3,0,Polska,Jan Kowalski
INV 7749,01.06.25,Firma Hurtowa 031,,Primer Acid,Akcesoria,dziesięć,59.98,,Polska,J. Kowalski
INV 9937,12.03.25,Firma Hurtowa 009,,Base One Pink 5kg,Żele,,"120,00",0.1,poland,J. Kowalski
INV 329,05.08.25,Firma Hurtowa 044,,Primer Acid,Akcesoria,dziesięć,"120,00",0,PL,Jan Kowalski
INV 11574,2025-12-13,Firma Hurtowa 038,,Primer Acid,Akcesoria,dziesięć,"120,00",0,poland,Anna Nowak
INV 7220,2025-03-21,Firma Hurtowa 085,,Base One Pink 5kg,Żele,dziesięć,22.38,0.05,PL,Anna Nowak
INV 417,28.07.25,Firma Hurtowa 010,,Base One Pink 5kg,Żele,dziesięć,"120,00",10%,Polska,J. Kowalski
INV 7097,2025-07-13,Firma Hurtowa 043,,Primer Acid,Akcesoria,15,"120,00",0,PL,Nowak Anna
INV 10876,2025-05-06,Firma Hurtowa 030,,Primer Acid,Akcesoria,dziesięć,180.14,10%,PL,J. Kowalski
INV 4037,09-08-2025,Firma Hurtowa 058,,Primer Acid,Akcesoria,dziesięć,122.89,,Polska,Jan Kowalski
INV 10181,16.12.25,Firma Hurtowa 055,,Cuticle Oil Mango,Pielęgnacja,dziesięć,119.05,10%,poland,Anna Nowak
INV 4839,2025-11-08,Firma Hurtowa 008,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0,PL,J. Kowalski
INV 4184,12.04.25,Firma Hurtowa 032,,Cuticle Oil Mango,Pielęgnacja,28,153.58,,PL,Nowak Anna
INV 495,06-12-2025,Firma Hurtowa 096,,Cuticle Oil Mango,Pielęgnacja,31,"120,00",,PL,Anna Nowak
INV 9201,27-08-2025,Firma Hurtowa 075,5900829555,Cleaner UV,Akcesoria,dziesięć,"120,00",0.1,poland,J. Kowalski
INV 10453,09.01.25,Firma Hurtowa 001,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0.05,poland,Anna Nowak
INV 8052,2025-04-02,Firma Hurtowa 088,,Flexy Hybrid Gel,Lakiery Hybrydowe,,97.22,0,poland,Nowak Anna
INV 4546,07.04.25,Firma Hurtowa 030,,Base One Pink 5kg,Żele,dziesięć,"120,00",0.05,poland,J. Kowalski
INV 1861,26.08.25,Firma Hurtowa 090,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",10%,poland,Jan Kowalski
INV 2381,23-02-2025,Firma Hurtowa 047,,Cleaner UV,Akcesoria,12,13.16,0.1,Polska,J. Kowalski
INV 942,25-03-2025,Firma Hurtowa 032,1790848847,Cleaner UV,Akcesoria,,"120,00",0.05,poland,Jan Kowalski
INV 8169,02.03.25,Firma Hurtowa 060,3502112162,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0.05,PL,J. Kowalski
INV 5173,29.08.25,Firma Hurtowa 076,,Base One Pink 5kg,Żele,39,60.02,0.1,poland,Nowak Anna
INV 10112,2025-08-31,Firma Hurtowa 063,,Base One Pink 5kg,Żele,,"120,00",0.05,poland,Anna Nowak
INV 9067,25.12.25,Firma Hurtowa 060,,Primer Acid,Akcesoria,15,"120,00",0.05,poland,Anna Nowak
INV 4751,12.03.25,Firma Hurtowa 063,,Base One Clear 5kg,Żele,,"120,00",0.1,Polska,Nowak Anna
INV 8113,2025-08-08,Firma Hurtowa 002,,Base One Pink 5kg,Żele,dziesięć,"120,00",0,PL,Jan Kowalski
INV 10444,09-05-2025,Firma Hurtowa 083,4333241337,Base One Pink 5kg,Żele,27,"120,00",0.1,poland,Nowak Anna
INV 3441,13-08-2025,Firma Hurtowa 033,2306162853,Cuticle Oil Mango,Pielęgnacja,,93.69,,Polska,Anna Nowak
INV 11245,11-06-2025,Firma Hurtowa 026,,Base One Clear 5kg,Żele,35,"120,00",,poland,Nowak Anna
INV 8354,31-05-2025,Firma Hurtowa 047,,Base One Pink 5kg,Żele,,180.43,,Polska,Jan Kowalski
INV 2722,20-05-2025,Firma Hurtowa 100,,Cleaner UV,Akcesoria,,141.45,10%,PL,Nowak Anna
INV 4897,23.02.25,Firma Hurtowa 091,,Flexy Hybrid Gel,Lakiery Hybrydowe,45,"120,00",0.05,Polska,J. Kowalski
INV 10007,05.01.25,Firma Hurtowa 083,,Base One Clear 5kg,Żele,dziesięć,57.91,0,PL,J. Kowalski
INV 11431,2025-10-21,Firma Hurtowa 030,,Base One Pink 5kg,Żele,,"120,00",0.05,Polska,Nowak Anna
INV 9028,2025-11-26,Firma Hurtowa 067,5684836785,Base One Clear 5kg,Żele,2,"120,00",0.05,Polska,Anna Nowak
INV 611,2025-04-22,Firma Hurtowa 013,9927022836,Flexy Hybrid Gel,Lakiery Hybrydowe,27,"120,00",,PL,J. Kowalski
INV 4474,04-06-2025,Firma Hurtowa 025,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0.1,poland,Anna Nowak
INV 4617,22-12-2025,Firma Hurtowa 091,,Cuticle Oil Mango,Pielęgnacja,46,172.52,10%,poland,Jan Kowalski
INV 7234,29.09.25,Firma Hurtowa 016,,Cleaner UV,Akcesoria,,"120,00",,poland,Jan Kowalski
INV 6367,16-08-2025,Firma Hurtowa 080,3938875380,Cuticle Oil Mango,Pielęgnacja,dziesięć,75.12,,Polska,Jan Kowalski
INV 4981,05-06-2025,Firma Hurtowa 093,,Primer Acid,Akcesoria,dziesięć,"120,00",0,PL,Anna Nowak
INV 3993,2025-09-10,Firma Hurtowa 095,,Base One Pink 5kg,Żele,28,162.86,10%,PL,J. Kowalski
INV 1428,17-03-2025,Firma Hurtowa 085,,Base One Clear 5kg,Żele,,"120,00",0.1,Polska,J. Kowalski
INV 3940,29.04.25,Firma Hurtowa 083,,Base One Pink 5kg,Żele,dziesięć,"120,00",0,PL,Anna Nowak
INV 4708,18-01-2025,Firma Hurtowa 066,,Cuticle Oil Mango,Pielęgnacja,,169.18,10%,poland,J. Kowalski
INV 6598,12-10-2025,Firma Hurtowa 075,,Primer Acid,Akcesoria,32,"120,00",,PL,J. Kowalski
INV 8515,16.03.25,Firma Hurtowa 096,,Base One Clear 5kg,Żele,15,"120,00",0,Polska,Anna Nowak
INV 9302,08.05.25,Firma Hurtowa 088,,Base One Pink 5kg,Żele,dziesięć,23.8,0,Polska,J. Kowalski
